airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,duration_min,price
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,04:25:00,1,In-flight meal not included,1570,10262
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,23:35:00,1,In-flight meal not included,425,10844
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,1,No Info,660,12192
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,19:50:00,1,In-flight meal not included,1430,10844
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,04:45:00,1,No Info,1220,13759
Indigo,2019-05-06,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,155,4804
Air India,2019-03-15,Banglore,New Delhi,11:50:00,08:55:00,1,No Info,1265,5932
Indigo,2019-03-21,Delhi,Cochin,08:25:00,21:00:00,1,No Info,755,8285
Air India,2019-05-01,Kolkata,Banglore,12:00:00,21:50:00,2,No Info,590,10676
Air India,2019-03-06,Delhi,Cochin,20:40:00,09:25:00,1,No Info,765,12677
Goair,2019-06-24,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,175,3898
Air Asia,2019-03-09,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,155,4384
Air India,2019-05-27,Delhi,Cochin,12:00:00,19:15:00,2,No Info,435,9653
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,09:20:00,1,No Info,865,14388
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,19:50:00,1,No Info,345,14781
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25:00,1,No Info,1280,15025
Air India,2019-05-12,Mumbai,Hyderabad,15:00:00,16:25:00,0,No Info,85,3100
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,04:25:00,1,In-flight meal not included,550,12373
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,15:30:00,1,No Info,390,15078
Air India,2019-03-15,Banglore,New Delhi,05:50:00,12:55:00,1,No Info,425,9029
Spicejet,2019-06-15,Chennai,Kolkata,08:20:00,10:35:00,0,No check-in baggage included,135,3543
Spicejet,2019-03-15,Mumbai,Hyderabad,05:45:00,07:05:00,0,No check-in baggage included,80,2385
Air Asia,2019-03-18,Banglore,New Delhi,05:50:00,08:40:00,0,No Info,170,4284
Air India,2019-06-12,Delhi,Cochin,17:20:00,09:25:00,1,No Info,965,7480
Indigo,2019-06-15,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,155,4804
Air India,2019-05-15,Kolkata,Banglore,16:45:00,12:30:00,2,No Info,1185,14960
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,23:30:00,1,No Info,955,5192
Indigo,2019-06-27,Mumbai,Hyderabad,16:55:00,18:25:00,0,No Info,90,3175
Indigo,2019-05-18,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,145,4332
Air Asia,2019-05-01,Kolkata,Banglore,15:10:00,23:30:00,2,No Info,500,5192
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,19:00:00,1,No Info,615,9794
Jet Airways,2019-06-27,Banglore,New Delhi,15:15:00,18:10:00,0,No Info,175,8016
Goair,2019-05-21,Delhi,Cochin,10:35:00,19:35:00,1,No Info,540,6195
Multiple Carriers,2019-06-27,Delhi,Cochin,06:00:00,19:15:00,1,In-flight meal not included,795,7268
Goair,2019-04-06,Delhi,Cochin,07:25:00,13:35:00,1,No Info,370,4201
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,14:25:00,1,In-flight meal not included,1080,10539
Jet Airways,2019-03-15,Banglore,New Delhi,22:55:00,05:05:00,1,No Info,370,27210
Indigo,2019-05-03,Banglore,New Delhi,01:30:00,04:15:00,0,No Info,165,3943
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,18:00:00,1,No Info,1500,14151
Air Asia,2019-05-09,Kolkata,Banglore,19:55:00,23:30:00,1,No Info,215,5162
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,09:20:00,1,No Info,730,13364
Vistara,2019-04-06,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,160,5613
Jet Airways,2019-04-09,Delhi,Cochin,09:40:00,04:25:00,2,No Info,1125,10909
Jet Airways,2019-05-18,Mumbai,Hyderabad,10:20:00,11:50:00,0,No Info,90,5678
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,18:15:00,1,In-flight meal not included,590,10844
Jet Airways,2019-05-09,Delhi,Cochin,20:00:00,04:25:00,2,In-flight meal not included,505,15318
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,09:45:00,1,No Info,1450,14151
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,19:50:00,1,No Info,1495,12681
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,0,No check-in baggage included,155,3807
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,15:15:00,1,No Info,435,12284
Indigo,2019-06-09,Kolkata,Banglore,15:30:00,18:05:00,0,No Info,155,5224
Indigo,2019-06-01,Mumbai,Hyderabad,02:35:00,04:05:00,0,No Info,90,3175
Spicejet,2019-06-06,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,170,3919
Indigo,2019-03-27,Delhi,Cochin,06:40:00,16:10:00,1,No Info,570,6442
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,19:50:00,1,In-flight meal not included,1495,8529
Spicejet,2019-04-21,Delhi,Cochin,15:45:00,22:05:00,1,No Info,380,6749
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,18:00:00,1,In-flight meal not included,505,12384
Jet Airways,2019-03-21,Banglore,New Delhi,22:50:00,07:40:00,1,In-flight meal not included,530,7045
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,09:05:00,1,No Info,765,9187
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,1,No Info,570,14781
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,19:15:00,1,No Info,535,7531
Air Asia,2019-06-18,Banglore,New Delhi,23:55:00,02:45:00,0,No Info,170,3383
Air India,2019-06-01,Delhi,Cochin,17:00:00,19:15:00,1,No Info,1575,8792
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,08:15:00,1,No Info,1545,13941
Indigo,2019-04-09,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,155,4174
Air India,2019-05-21,Delhi,Cochin,22:00:00,19:15:00,2,No Info,1275,10231
Air India,2019-04-01,Kolkata,Banglore,17:30:00,12:00:00,1,No Info,1110,7893
Indigo,2019-06-18,Kolkata,Banglore,20:25:00,23:10:00,0,No Info,165,4804
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,09:45:00,1,In-flight meal not included,1005,9314
Jet Airways,2019-06-06,Delhi,Cochin,06:45:00,04:25:00,2,No Info,1300,13376
Multiple Carriers,2019-06-03,Delhi,Cochin,09:15:00,19:15:00,1,No Info,600,8099
Jet Airways,2019-06-01,Banglore,New Delhi,18:55:00,22:00:00,0,No Info,185,8016
Air India,2019-03-03,Banglore,New Delhi,06:45:00,10:35:00,2,No Info,1670,12358
Indigo,2019-06-24,Delhi,Cochin,07:35:00,16:10:00,1,No Info,515,6442
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,12:25:00,1,No Info,325,12284
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,09:05:00,1,No Info,1555,9502
Multiple Carriers,2019-05-09,Delhi,Cochin,07:05:00,19:15:00,1,In-flight meal not included,730,11142
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,20:40:00,1,No Info,1495,13759
Indigo,2019-04-03,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,155,4174
Vistara,2019-05-01,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,160,4668
Air India,2019-03-21,Delhi,Cochin,09:45:00,23:00:00,1,No Info,795,5704
Multiple Carriers,2019-06-03,Delhi,Cochin,11:25:00,19:00:00,1,No Info,455,10877
Vistara,2019-03-24,Banglore,New Delhi,09:50:00,12:35:00,0,No Info,165,6138
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,04:25:00,1,In-flight meal not included,1165,10262
Air India,2019-04-18,Delhi,Cochin,05:10:00,08:00:00,0,No Info,170,6094
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,1,In-flight meal not included,685,10844
Jet Airways,2019-05-27,Banglore,New Delhi,19:50:00,22:50:00,0,No Info,180,7229
Multiple Carriers,2019-06-12,Delhi,Cochin,16:00:00,01:30:00,1,No Info,570,13377
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,09:20:00,1,No Info,800,14388
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,04:25:00,2,No Info,1375,13014
Air India,2019-06-18,Banglore,New Delhi,17:00:00,19:50:00,0,No Info,170,6961
Air India,2019-05-18,Kolkata,Banglore,14:35:00,14:35:00,1,No Info,1440,6528
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,2,No Info,1295,13292
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,20:45:00,1,In-flight meal not included,1550,10844
Indigo,2019-05-21,Delhi,Cochin,17:30:00,01:30:00,1,No Info,480,6794
Multiple Carriers,2019-05-27,Delhi,Cochin,10:35:00,19:15:00,1,No Info,520,8625
Jet Airways,2019-06-09,Mumbai,Hyderabad,07:05:00,08:30:00,0,No Info,85,5678
Indigo,2019-04-06,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,150,4174
Indigo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,0,No Info,175,6860
Indigo,2019-03-27,Kolkata,Banglore,05:30:00,08:20:00,0,No Info,170,4148
Indigo,2019-06-03,Delhi,Cochin,08:35:00,22:30:00,1,No Info,835,6442
Indigo,2019-06-24,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,155,4804
Air India,2019-06-06,Delhi,Cochin,12:00:00,19:15:00,2,No Info,435,8603
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,2,No Info,2820,20064
Spicejet,2019-06-21,Kolkata,Banglore,06:55:00,09:30:00,0,No check-in baggage included,155,3841
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,21:00:00,1,No Info,900,7005
Air India,2019-05-21,Delhi,Cochin,17:15:00,19:15:00,2,No Info,1560,11972
Jet Airways,2019-05-03,Banglore,New Delhi,11:10:00,14:05:00,0,In-flight meal not included,175,4030
Air India,2019-04-24,Banglore,New Delhi,17:00:00,19:45:00,0,No Info,165,6121
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,09:20:00,1,No Info,1495,14388
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,09:45:00,1,No Info,1005,14151
Spicejet,2019-05-18,Banglore,New Delhi,05:55:00,08:35:00,0,No check-in baggage included,160,3573
Air India,2019-04-27,Delhi,Cochin,05:10:00,08:00:00,0,No Info,170,6094
Spicejet,2019-05-12,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,170,4319
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,07:10:00,1,No Info,865,6853
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,04:40:00,1,In-flight meal not included,450,9663
Indigo,2019-03-09,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,170,8033
Multiple Carriers,2019-04-09,Delhi,Cochin,13:00:00,21:00:00,1,No Info,480,12537
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,16:20:00,1,No Info,1150,13584
Air India,2019-03-15,Banglore,New Delhi,06:45:00,12:15:00,1,No Info,330,8714
Indigo,2019-04-03,Banglore,New Delhi,01:30:00,04:15:00,0,No Info,165,3419
Air India,2019-03-24,Kolkata,Banglore,20:30:00,12:30:00,1,No Info,960,12173
Jet Airways,2019-03-01,Banglore,New Delhi,18:40:00,00:45:00,1,No Info,365,35185
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25:00,2,No Info,535,15129
Spicejet,2019-04-01,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,170,3919
Indigo,2019-03-09,Banglore,New Delhi,21:20:00,00:15:00,0,No Info,175,6144
Jet Airways,2019-06-24,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,180,8016
Indigo,2019-04-06,Banglore,New Delhi,10:30:00,13:20:00,0,No Info,170,4423
Air India,2019-05-27,Delhi,Cochin,10:55:00,07:40:00,2,No Info,1245,13643
Vistara,2019-05-06,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,135,3687
Indigo,2019-04-03,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,170,4823
Jet Airways,2019-05-09,Delhi,Cochin,11:00:00,14:15:00,0,No Info,195,9564
Indigo,2019-05-24,Kolkata,Banglore,19:35:00,23:15:00,1,No Info,220,4226
Indigo,2019-03-03,Delhi,Cochin,06:40:00,13:20:00,1,No Info,400,14871
Goair,2019-03-15,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,175,5706
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,1,No Info,930,13377
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,21:00:00,1,No Info,640,7005
Jet Airways,2019-05-18,Mumbai,Hyderabad,02:55:00,04:20:00,0,No Info,85,5678
Jet Airways,2019-05-01,Banglore,New Delhi,08:20:00,11:20:00,0,In-flight meal not included,180,5198
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,04:25:00,1,In-flight meal not included,925,12898
Indigo,2019-06-06,Kolkata,Banglore,10:30:00,16:05:00,1,No Info,335,6301
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,22:05:00,1,No Info,750,12121
Multiple Carriers,2019-06-27,Delhi,Cochin,09:15:00,19:15:00,1,No Info,600,8099
Multiple Carriers,2019-06-12,Delhi,Cochin,11:40:00,21:00:00,1,No Info,560,7005
Spicejet,2019-06-12,Mumbai,Hyderabad,05:45:00,07:15:00,0,No Info,90,2753
Indigo,2019-03-06,Delhi,Cochin,04:45:00,21:00:00,1,No Info,975,13611
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,23:35:00,1,In-flight meal not included,1025,7064
Multiple Carriers,2019-06-06,Delhi,Cochin,06:00:00,19:00:00,1,No Info,780,11789
Jet Airways,2019-06-24,Delhi,Cochin,18:20:00,04:25:00,2,No Info,605,13775
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,01:30:00,1,No Info,910,7670
Air India,2019-05-27,Delhi,Cochin,12:20:00,19:15:00,2,No Info,1855,12488
Air India,2019-06-01,Delhi,Cochin,18:45:00,19:15:00,2,No Info,1470,12940
Multiple Carriers,2019-03-03,Delhi,Cochin,17:50:00,01:35:00,2,No Info,465,24528
Indigo,2019-03-21,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,175,6144
Multiple Carriers,2019-06-24,Delhi,Cochin,13:00:00,21:00:00,1,No Info,480,7408
Multiple Carriers,2019-06-24,Delhi,Cochin,08:30:00,19:00:00,1,No Info,630,10877
Spicejet,2019-03-27,Kolkata,Banglore,06:55:00,09:35:00,0,No Info,160,3847
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,12:35:00,2,No Info,995,14300
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,85,4995
Indigo,2019-06-12,Banglore,New Delhi,00:30:00,03:25:00,0,No Info,175,3419
Indigo,2019-04-09,Delhi,Cochin,11:25:00,01:30:00,1,No Info,845,6270
Goair,2019-03-06,Delhi,Cochin,10:25:00,19:20:00,1,No Info,535,8213
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,04:25:00,1,No Info,335,16079
Spicejet,2019-05-01,Kolkata,Banglore,22:20:00,00:40:00,0,No Info,140,3873
Jet Airways,2019-06-27,Delhi,Cochin,02:15:00,12:35:00,1,No Info,620,18371
Indigo,2019-05-15,Banglore,New Delhi,13:00:00,15:50:00,0,No Info,170,3943
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,18:50:00,1,No Info,700,8610
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,19:00:00,1,In-flight meal not included,360,10262
Indigo,2019-05-15,Banglore,New Delhi,07:10:00,10:05:00,0,No Info,175,4823
Jet Airways,2019-06-12,Delhi,Cochin,09:25:00,04:25:00,2,No Info,1140,13882
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,01:30:00,1,No Info,910,6795
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,1,No Info,690,9794
Multiple Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,1,No Info,390,8073
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,19:15:00,1,No Info,675,13378
Spicejet,2019-05-15,Kolkata,Banglore,22:20:00,00:40:00,0,No check-in baggage included,140,3841
Indigo,2019-05-18,Kolkata,Banglore,15:15:00,20:05:00,1,No Info,290,4775
Air India,2019-05-12,Kolkata,Banglore,16:45:00,12:30:00,2,No Info,1185,14330
Indigo,2019-03-01,Banglore,New Delhi,18:55:00,21:45:00,0,No Info,170,14306
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,2,No Info,1210,12352
Multiple Carriers,2019-06-09,Delhi,Cochin,10:00:00,01:30:00,1,No Info,930,13377
Air Asia,2019-03-24,Banglore,New Delhi,11:10:00,13:55:00,0,No Info,165,3383
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,21:00:00,1,No Info,720,14067
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,12:35:00,1,In-flight meal not included,1100,12898
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1,No Info,1005,14714
Spicejet,2019-05-06,Mumbai,Hyderabad,22:45:00,00:15:00,0,No check-in baggage included,90,2175
Air India,2019-06-09,Kolkata,Banglore,12:00:00,13:15:00,1,No Info,1515,7662
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,04:40:00,1,In-flight meal not included,450,8849
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1,In-flight meal not included,1680,10262
Jet Airways,2019-03-21,Banglore,New Delhi,22:50:00,11:25:00,1,In-flight meal not included,755,7832
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,10:05:00,1,In-flight meal not included,845,8586
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,2,No Info,830,13376
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,1,No Info,720,13727
Indigo,2019-05-06,Kolkata,Banglore,08:10:00,13:00:00,1,No Info,290,5069
Indigo,2019-05-18,Delhi,Cochin,06:40:00,21:00:00,1,No Info,860,6758
Air India,2019-03-03,Chennai,Kolkata,11:40:00,13:55:00,0,No Info,135,10810
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,08:15:00,1,In-flight meal not included,735,10844
Air India,2019-03-21,Delhi,Cochin,12:55:00,19:15:00,2,No Info,1820,11228
Multiple Carriers,2019-06-27,Delhi,Cochin,14:00:00,21:00:00,1,No Info,420,13587
Multiple Carriers,2019-06-09,Delhi,Cochin,14:55:00,22:30:00,1,No Info,455,6723
Vistara,2019-03-24,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,160,4878
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,1,No Info,650,17024
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,08:15:00,1,No Info,735,13941
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,1,In-flight meal not included,800,10844
Indigo,2019-03-15,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,160,4148
Multiple Carriers,2019-03-06,Delhi,Cochin,06:40:00,19:15:00,1,No Info,755,15077
Spicejet,2019-05-01,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,90,2437
Air India,2019-05-18,Delhi,Cochin,07:05:00,09:25:00,2,No Info,1580,10975
Indigo,2019-06-09,Delhi,Cochin,07:35:00,16:10:00,1,No Info,515,6442
Air Asia,2019-03-18,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,155,4384
Air Asia,2019-06-03,Delhi,Cochin,07:55:00,15:45:00,1,No Info,470,8759
Indigo,2019-05-24,Banglore,New Delhi,01:30:00,04:15:00,0,No Info,165,3419
Air India,2019-05-18,Delhi,Cochin,06:05:00,09:25:00,1,No Info,1640,7480
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,04:40:00,1,No Info,1330,13941
Indigo,2019-06-24,Mumbai,Hyderabad,12:00:00,13:30:00,0,No Info,90,2754
Goair,2019-04-21,Delhi,Cochin,10:35:00,19:35:00,1,No Info,540,7031
Air India,2019-03-09,Delhi,Cochin,22:00:00,19:15:00,2,No Info,1275,14851
Multiple Carriers,2019-05-18,Delhi,Cochin,08:30:00,19:15:00,1,No Info,645,7887
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,19:45:00,2,In-flight meal not included,1570,8098
Indigo,2019-03-15,Banglore,New Delhi,05:25:00,10:10:00,1,No Info,285,8021
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,23:35:00,1,No Info,1630,11467
Air India,2019-06-27,Mumbai,Hyderabad,13:55:00,15:25:00,0,No Info,90,3100
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,16:10:00,1,In-flight meal not included,1275,11087
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,23:25:00,1,No Info,385,9870
Air Asia,2019-06-06,Banglore,New Delhi,23:55:00,02:45:00,0,No Info,170,7120
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1,No Info,1270,15554
Jet Airways,2019-06-09,Banglore,New Delhi,15:15:00,18:10:00,0,In-flight meal not included,175,7229
Air Asia,2019-04-27,Delhi,Cochin,07:55:00,22:25:00,1,No Info,870,6451
Indigo,2019-03-21,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,160,4148
Spicejet,2019-06-12,Kolkata,Banglore,06:55:00,09:30:00,0,No check-in baggage included,155,3841
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,19:00:00,1,No Info,440,9794
Spicejet,2019-06-24,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,175,3971
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,12:35:00,1,In-flight meal not included,1355,10262
Multiple Carriers,2019-05-09,Delhi,Cochin,07:00:00,19:00:00,1,No Info,720,10197
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,1,No Info,465,15898
Jet Airways ,2019-03-03,Delhi,Cochin,20:05:00,04:25:00,2,No Info,500,46490
Indigo,2019-06-06,Kolkata,Banglore,19:35:00,23:15:00,1,No Info,220,6116
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,12:00:00,1,In-flight meal not included,960,7064
Indigo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,0,No Info,175,7303
Spicejet,2019-03-21,Banglore,New Delhi,10:20:00,18:15:00,1,No Info,475,7139
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,0,No Info,150,4804
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,18:25:00,1,In-flight meal not included,760,9134
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,04:25:00,1,In-flight meal not included,450,12898
Indigo,2019-04-06,Delhi,Cochin,16:00:00,21:00:00,1,No Info,300,5073
Spicejet,2019-04-18,Kolkata,Banglore,22:20:00,00:40:00,0,No check-in baggage included,140,3841
Air India,2019-05-09,Kolkata,Banglore,09:25:00,13:45:00,2,No Info,1700,12592
Air India,2019-05-15,Kolkata,Banglore,09:25:00,13:45:00,2,No Info,1700,15532
Indigo,2019-03-15,Banglore,New Delhi,10:10:00,13:00:00,0,No Info,170,6144
Spicejet,2019-06-06,Kolkata,Banglore,17:10:00,19:40:00,0,No check-in baggage included,150,3841
Air India,2019-05-15,Delhi,Cochin,05:55:00,07:40:00,2,No Info,1545,11543
Jet Airways,2019-06-24,Delhi,Cochin,08:00:00,19:00:00,1,1 Long layover,660,18581
Multiple Carriers,2019-03-21,Delhi,Cochin,14:35:00,22:20:00,1,In-flight meal not included,465,5999
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,23:35:00,1,No Info,570,14781
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,16:20:00,1,In-flight meal not included,1285,10844
Goair,2019-05-09,Kolkata,Banglore,16:40:00,00:15:00,1,No Info,455,8777
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1,In-flight meal not included,1400,8529
Indigo,2019-03-21,Delhi,Cochin,09:10:00,21:00:00,1,No Info,710,8285
Air Asia,2019-04-12,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,150,4409
Air India,2019-05-01,Delhi,Cochin,17:15:00,09:25:00,2,No Info,970,8839
Indigo,2019-05-06,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,155,5224
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,08:15:00,1,No Info,1430,13941
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,23:35:00,1,In-flight meal not included,1025,8586
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,1,In-flight meal not included,800,10844
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,04:25:00,2,In-flight meal not included,535,10368
Air India,2019-06-06,Kolkata,Banglore,09:50:00,21:05:00,1,No Info,675,7452
Multiple Carriers,2019-06-12,Delhi,Cochin,09:00:00,21:00:00,1,No Info,720,13587
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,21:20:00,1,In-flight meal not included,745,7832
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,19:10:00,1,No Info,1365,14151
Indigo,2019-04-21,Delhi,Cochin,02:00:00,07:45:00,1,No Info,345,6258
Air India,2019-06-09,Kolkata,Banglore,10:00:00,05:25:00,2,No Info,1165,12744
Multiple Carriers,2019-03-09,Delhi,Cochin,07:00:00,19:45:00,1,No Info,765,15237
Air India,2019-06-06,Kolkata,Banglore,16:45:00,21:05:00,1,No Info,1700,7662
Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,04:25:00,1,No Info,1280,12452
Jet Airways,2019-06-18,Mumbai,Hyderabad,08:45:00,10:15:00,0,In-flight meal not included,90,4995
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,05:05:00,1,No Info,1210,16736
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,1,No Info,600,15554
Air India,2019-06-27,Delhi,Cochin,17:15:00,07:40:00,2,No Info,865,13039
Air India,2019-05-06,Kolkata,Banglore,12:00:00,21:50:00,2,No Info,590,10151
