airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,price,duration_min
Multiple Carriers,2019-06-09,Delhi,Cochin,10:00:00,01:30:00,1,No Info,13377,930
Jet Airways,2019-03-09,Delhi,Cochin,05:25:00,04:25:00,2,No Info,16914,1380
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,19:00:00,1,In-flight meal not included,10262,1005
Indigo,2019-05-09,Kolkata,Banglore,17:35:00,22:15:00,1,No Info,5386,280
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,04:40:00,1,No Info,14388,450
Indigo,2019-05-15,Delhi,Cochin,11:55:00,22:30:00,1,No Info,6442,635
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,12:35:00,2,In-flight meal not included,10368,1025
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,18:50:00,1,No Info,12767,1670
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,04:25:00,1,In-flight meal not included,10262,805
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,21:00:00,1,No Info,7408,780
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,21:00:00,1,No Info,13587,660
Air India,2019-05-15,Kolkata,Banglore,16:50:00,07:55:00,1,No Info,8891,905
Indigo,2019-06-06,Delhi,Cochin,10:35:00,01:30:00,1,No Info,5883,895
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,12:35:00,1,In-flight meal not included,10262,1415
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,20:45:00,1,In-flight meal not included,10844,1415
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,1,No Info,14781,800
Indigo,2019-03-15,Chennai,Kolkata,14:40:00,17:05:00,0,No Info,6297,145
Air Asia,2019-05-12,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,4409,150
Air India,2019-06-09,Delhi,Cochin,10:55:00,19:15:00,2,No Info,12383,500
Spicejet,2019-05-03,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,2017,90
Air India,2019-03-06,Mumbai,Hyderabad,19:00:00,09:10:00,1,No Info,12308,850
Spicejet,2019-03-18,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,3384,140
Jet Airways,2019-03-15,Banglore,New Delhi,08:55:00,16:10:00,1,In-flight meal not included,9134,435
Indigo,2019-05-18,Delhi,Cochin,02:00:00,07:25:00,1,No Info,7464,325
Multiple Carriers,2019-04-27,Delhi,Cochin,07:10:00,16:10:00,1,In-flight meal not included,6093,540
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,18:50:00,1,No Info,15237,890
Jet Airways,2019-05-01,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,4995,85
Air India,2019-05-24,Delhi,Cochin,14:10:00,17:10:00,0,No Info,6934,180
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,10:05:00,1,No Info,13784,775
Air Asia,2019-06-15,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,4409,155
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,19:15:00,1,No Info,15898,375
Air India,2019-05-21,Delhi,Cochin,17:15:00,19:15:00,2,No Info,11989,1560
Spicejet,2019-06-03,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,2017,90
Multiple Carriers,2019-06-01,Delhi,Cochin,04:55:00,19:00:00,1,No Info,11098,845
Indigo,2019-05-21,Delhi,Cochin,17:30:00,01:30:00,1,No Info,6794,480
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,1,In-flight meal not included,10844,730
Multiple Carriers,2019-03-09,Delhi,Cochin,15:05:00,01:35:00,2,No Info,34608,630
Air India,2019-05-15,Delhi,Cochin,14:10:00,17:10:00,0,No Info,6094,180
Indigo,2019-05-09,Kolkata,Banglore,15:15:00,20:30:00,1,No Info,4565,315
Air India,2019-05-27,Delhi,Cochin,05:15:00,19:15:00,3,No Info,10493,2280
Air India,2019-03-18,Banglore,New Delhi,06:45:00,10:35:00,2,No Info,12305,1670
Air India,2019-05-15,Banglore,New Delhi,10:00:00,12:45:00,0,No Info,6961,165
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,12:35:00,1,No Info,9794,395
Multiple Carriers,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,1,No Info,13377,480
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,19:00:00,1,In-flight meal not included,12898,1005
Multiple Carriers,2019-06-27,Delhi,Cochin,11:25:00,19:15:00,1,No Info,7155,470
Multiple Carriers,2019-06-24,Delhi,Cochin,15:00:00,01:30:00,1,No Info,13377,630
Vistara,2019-05-03,Banglore,New Delhi,11:30:00,14:20:00,0,No Info,4668,170
Indigo,2019-03-01,Banglore,New Delhi,07:30:00,12:20:00,1,No Info,8110,290
Jet Airways,2019-04-06,Banglore,New Delhi,08:20:00,11:20:00,0,In-flight meal not included,4544,180
Air India,2019-06-27,Delhi,Cochin,16:40:00,19:15:00,2,No Info,9653,1595
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,18:15:00,1,No Info,14781,590
Vistara ,2019-04-06,Banglore,New Delhi,11:30:00,14:20:00,0,No Info,5969,170
Spicejet,2019-04-03,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,2017,90
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,1,No Info,14151,395
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,04:40:00,1,No Info,13731,730
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,1,In-flight meal not included,15400,590
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55:00,1,In-flight meal not included,8066,1520
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,18:50:00,2,No Info,21314,2230
Air India,2019-03-01,Banglore,New Delhi,11:05:00,22:45:00,1,No Info,14069,700
Jet Airways,2019-03-15,Mumbai,Hyderabad,15:50:00,17:20:00,0,In-flight meal not included,2470,90
Indigo,2019-04-24,Kolkata,Banglore,20:20:00,22:55:00,0,No Info,4804,155
Air India,2019-03-15,Banglore,New Delhi,05:50:00,12:55:00,1,No Info,9029,425
Indigo,2019-05-12,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,4804,155
Indigo,2019-03-24,Mumbai,Hyderabad,19:05:00,20:30:00,0,No Info,2754,85
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,08:15:00,1,No Info,13364,665
Indigo,2019-03-24,Kolkata,Banglore,17:35:00,22:15:00,1,No Info,6933,280
Multiple Carriers,2019-06-09,Delhi,Cochin,11:25:00,19:00:00,1,No Info,11200,455
Jet Airways,2019-05-15,Mumbai,Hyderabad,02:55:00,04:20:00,0,In-flight meal not included,3210,85
Jet Airways,2019-06-18,Mumbai,Hyderabad,10:20:00,11:50:00,0,No Info,8040,90
Indigo,2019-06-27,Delhi,Cochin,07:35:00,16:10:00,1,No Info,6442,515
Indigo,2019-04-01,Delhi,Cochin,14:20:00,17:35:00,0,No Info,4729,195
Indigo,2019-03-06,Delhi,Cochin,11:55:00,22:20:00,1,No Info,6442,625
Spicejet,2019-06-12,Kolkata,Banglore,22:20:00,00:40:00,0,No check-in baggage included,3841,140
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,21:00:00,1,No Info,13587,660
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,14:25:00,1,No Info,11467,1080
Indigo,2019-03-03,Chennai,Kolkata,13:20:00,15:35:00,0,No Info,7295,135
Spicejet,2019-05-01,Chennai,Kolkata,09:45:00,12:00:00,0,No Info,3597,135
Multiple Carriers,2019-05-09,Delhi,Cochin,06:40:00,19:15:00,1,No Info,7787,755
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:00:00,1,No Info,14871,860
Indigo,2019-06-15,Chennai,Kolkata,15:40:00,18:25:00,0,No Info,3540,165
Indigo,2019-06-01,Delhi,Cochin,06:50:00,22:30:00,1,No Info,6442,940
Air Asia,2019-06-24,Banglore,New Delhi,11:10:00,13:55:00,0,No Info,3383,165
Air Asia,2019-04-18,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,4409,150
Indigo,2019-05-09,Chennai,Kolkata,07:55:00,10:15:00,0,No Info,3850,140
Multiple Carriers,2019-06-24,Delhi,Cochin,13:15:00,22:30:00,1,No Info,8018,555
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,15:05:00,1,No Info,11467,1120
Vistara,2019-06-06,Banglore,New Delhi,11:30:00,14:20:00,0,No Info,4668,170
Jet Airways,2019-06-24,Delhi,Cochin,17:35:00,19:00:00,2,No Info,13922,1525
Air India,2019-05-06,Mumbai,Hyderabad,06:20:00,07:40:00,0,No Info,3625,80
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,22:25:00,0,No Info,5989,150
Indigo,2019-04-21,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,4423,170
Jet Airways,2019-06-18,Delhi,Cochin,09:50:00,13:05:00,0,No Info,9564,195
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,18:15:00,1,In-flight meal not included,8529,1545
Air India,2019-06-06,Kolkata,Banglore,20:45:00,23:20:00,0,No Info,4145,155
Indigo,2019-05-03,Kolkata,Banglore,17:15:00,19:50:00,0,No Info,4804,155
Indigo,2019-06-01,Delhi,Cochin,14:20:00,22:30:00,1,No Info,6938,490
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,07:40:00,1,No Info,14815,1420
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,19:15:00,1,No Info,15077,705
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,19:00:00,2,No Info,13014,560
Air India,2019-06-09,Kolkata,Banglore,05:50:00,20:25:00,2,No Info,11201,875
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,18:00:00,1,No Info,12692,1295
Multiple Carriers,2019-06-01,Delhi,Cochin,09:45:00,16:10:00,1,No Info,9646,385
Jet Airways,2019-05-24,Delhi,Cochin,22:50:00,04:25:00,1,No Info,16079,335
Air India,2019-05-15,Kolkata,Banglore,09:10:00,11:05:00,2,No Info,6117,1555
Multiple Carriers,2019-06-09,Delhi,Cochin,15:15:00,01:30:00,1,No Info,6795,615
Air India,2019-06-01,Mumbai,Hyderabad,21:05:00,22:25:00,0,No Info,3100,80
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,12:35:00,1,No Info,15851,620
Vistara,2019-06-06,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,3687,135
Indigo,2019-04-12,Banglore,New Delhi,16:55:00,19:55:00,0,No Info,4990,180
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,19:00:00,1,No Info,15554,1425
Multiple Carriers,2019-06-15,Delhi,Cochin,06:00:00,19:15:00,1,No Info,9526,795
Indigo,2019-05-18,Delhi,Cochin,05:35:00,08:50:00,0,No Info,6015,195
Air India,2019-05-01,Kolkata,Banglore,12:00:00,21:50:00,2,No Info,10676,590
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,12:35:00,1,In-flight meal not included,12898,1100
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,04:25:00,2,No Info,15129,1760
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,19:15:00,1,No Info,13378,465
Spicejet,2019-06-01,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,4174,145
Multiple Carriers,2019-05-21,Delhi,Cochin,11:25:00,19:00:00,1,No Info,9103,455
Indigo,2019-06-09,Chennai,Kolkata,07:55:00,10:15:00,0,No Info,3850,140
Vistara,2019-06-09,Delhi,Cochin,14:40:00,17:50:00,0,No Info,6216,190
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,23:25:00,1,No Info,8610,385
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,09:45:00,1,In-flight meal not included,10539,1005
Indigo,2019-03-09,Delhi,Cochin,11:55:00,22:20:00,1,No Info,6674,625
Multiple Carriers,2019-06-24,Delhi,Cochin,08:00:00,21:00:00,1,No Info,7618,780
Indigo,2019-04-21,Banglore,New Delhi,00:30:00,03:25:00,0,No Info,3943,175
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,0,No Info,11913,155
Indigo,2019-03-09,Banglore,New Delhi,18:55:00,21:45:00,0,No Info,6860,170
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,2,No Info,13292,810
Multiple Carriers,2019-03-06,Delhi,Cochin,02:15:00,15:30:00,1,No Info,17057,795
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2,No Info,11552,2170
Indigo,2019-03-12,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,6297,145
Indigo,2019-03-24,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,4332,145
Air India,2019-03-21,Delhi,Cochin,05:10:00,08:00:00,0,No Info,5674,170
Multiple Carriers,2019-05-21,Delhi,Cochin,07:05:00,19:15:00,1,In-flight meal not included,10711,730
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,1,No Info,11467,505
Air India,2019-05-06,Kolkata,Banglore,16:50:00,15:05:00,2,No Info,12434,1335
Air India,2019-06-24,Delhi,Cochin,18:05:00,21:10:00,0,No Info,5201,185
Vistara,2019-05-18,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,4878,155
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,04:25:00,2,No Info,13014,1375
Spicejet,2019-06-06,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3597,135
Air India,2019-03-03,Banglore,New Delhi,08:50:00,11:10:00,2,No Info,12599,1580
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,22:35:00,1,In-flight meal not included,10844,1660
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,19:00:00,1,In-flight meal not included,12898,1005
Indigo,2019-06-21,Banglore,New Delhi,13:00:00,15:50:00,0,No Info,3943,170
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,01:30:00,1,No Info,7198,750
Spicejet,2019-05-18,Kolkata,Banglore,15:05:00,20:20:00,1,No Info,4963,315
Indigo,2019-03-01,Banglore,New Delhi,16:55:00,19:45:00,0,No Info,12649,170
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,1,No Info,17267,450
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,19:00:00,1,In-flight meal not included,12373,715
Jet Airways,2019-03-03,Banglore,New Delhi,11:40:00,00:45:00,1,In-flight meal not included,13502,785
Multiple Carriers,2019-03-21,Delhi,Cochin,11:30:00,18:50:00,1,No Info,11622,440
Spicejet,2019-03-03,Kolkata,Banglore,22:20:00,00:40:00,0,No Info,5515,140
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,14:25:00,1,In-flight meal not included,9314,1080
Multiple Carriers,2019-06-03,Delhi,Cochin,10:20:00,19:00:00,1,No Info,11789,520
Indigo,2019-04-06,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,4823,170
Air India,2019-06-03,Delhi,Cochin,13:15:00,09:25:00,2,No Info,10467,1210
Multiple Carriers,2019-06-03,Delhi,Cochin,13:00:00,21:00:00,1,No Info,7408,480
Air India,2019-06-15,Delhi,Cochin,06:05:00,09:25:00,1,No Info,7480,1640
Spicejet,2019-04-24,Kolkata,Banglore,22:20:00,00:40:00,0,No check-in baggage included,3841,140
Spicejet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,0,No check-in baggage included,3543,140
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,3,No Info,10493,2280
Multiple Carriers,2019-05-27,Delhi,Cochin,11:25:00,19:00:00,1,No Info,9103,455
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,19:50:00,1,In-flight meal not included,10844,345
Indigo,2019-06-09,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,4823,170
Air Asia,2019-03-24,Banglore,New Delhi,23:25:00,02:10:00,0,No Info,4482,165
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,10:05:00,1,In-flight meal not included,8529,1655
Air India,2019-03-03,Delhi,Cochin,14:10:00,17:10:00,0,No Info,7931,180
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,09:20:00,1,In-flight meal not included,9663,865
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,19:00:00,2,In-flight meal not included,10368,560
Air India,2019-05-18,Kolkata,Banglore,12:00:00,21:50:00,2,No Info,10151,590
Spicejet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,0,No check-in baggage included,3543,140
Multiple Carriers,2019-06-01,Delhi,Cochin,19:00:00,01:30:00,1,No Info,7530,390
Multiple Carriers,2019-05-09,Delhi,Cochin,14:55:00,22:30:00,1,No Info,6805,455
Goair,2019-06-18,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,3419,175
Air Asia,2019-06-09,Banglore,New Delhi,23:55:00,02:45:00,0,No Info,7120,170
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,10:55:00,1,No Info,14151,1075
Air India,2019-06-21,Mumbai,Hyderabad,06:20:00,07:40:00,0,No Info,3100,80
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,14:25:00,1,No Info,12121,1285
Spicejet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,0,No Info,2017,90
Spicejet,2019-06-15,Mumbai,Hyderabad,05:45:00,07:15:00,0,No check-in baggage included,2647,90
Indigo,2019-06-12,Delhi,Cochin,17:05:00,22:25:00,1,No Info,6147,320
Jet Airways,2019-06-01,Delhi,Cochin,18:25:00,04:25:00,2,No Info,14237,600
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,09:20:00,1,No Info,13044,730
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,19:00:00,1,No Info,15554,1005
Spicejet,2019-04-09,Banglore,New Delhi,09:30:00,12:20:00,0,No Info,4423,170
Air India,2019-06-06,Delhi,Cochin,21:00:00,07:40:00,1,No Info,8372,640
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,23:35:00,1,In-flight meal not included,10844,1655
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,18:50:00,1,No Info,9555,1550
Air India,2019-05-15,Delhi,Cochin,17:15:00,09:25:00,2,No Info,8839,970
Air India,2019-05-06,Kolkata,Banglore,12:00:00,18:30:00,2,No Info,10151,1830
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,2,No Info,11432,1210
Spicejet,2019-04-15,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,4319,170
Air India,2019-06-06,Kolkata,Banglore,12:00:00,18:30:00,2,No Info,9626,1830
Air India,2019-05-18,Kolkata,Banglore,17:30:00,20:25:00,1,No Info,10623,1615
Jet Airways,2019-04-18,Delhi,Cochin,11:00:00,14:15:00,0,No Info,9564,195
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,20:45:00,1,No Info,14781,400
Jet Airways,2019-05-15,Banglore,New Delhi,08:20:00,11:20:00,0,No Info,7229,180
Indigo,2019-06-27,Delhi,Cochin,17:30:00,01:30:00,1,No Info,5684,480
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,09:20:00,1,No Info,14388,1655
Spicejet,2019-04-18,Banglore,New Delhi,09:30:00,12:20:00,0,No check-in baggage included,5515,170
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,22:05:00,1,No Info,12692,1540
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,19:10:00,1,In-flight meal not included,9314,575
Spicejet,2019-06-15,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,3873,150
Spicejet,2019-04-21,Kolkata,Banglore,22:20:00,00:40:00,0,No check-in baggage included,4807,140
Multiple Carriers,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,1,No Info,14848,615
Indigo,2019-04-24,Delhi,Cochin,05:05:00,12:10:00,1,No Info,6171,425
Spicejet,2019-06-24,Mumbai,Hyderabad,13:15:00,14:45:00,0,No check-in baggage included,1965,90
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,21:05:00,1,In-flight meal not included,10539,690
Air Asia,2019-06-01,Banglore,New Delhi,11:10:00,13:55:00,0,No Info,4483,165
Multiple Carriers,2019-03-27,Delhi,Cochin,06:00:00,19:15:00,1,No Info,8371,795
Jet Airways,2019-03-06,Delhi,Cochin,13:55:00,04:25:00,1,No Info,15764,870
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,23:35:00,1,In-flight meal not included,10844,425
Indigo,2019-04-12,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,4423,170
Vistara,2019-06-15,Banglore,New Delhi,09:45:00,12:35:00,0,No Info,4878,170
Spicejet,2019-05-09,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,2227,90
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,18:15:00,1,In-flight meal not included,10844,1545
Air Asia,2019-04-03,Kolkata,Banglore,19:55:00,22:25:00,0,No Info,4107,150
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,10:50:00,1,No Info,11262,1660
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,12:35:00,1,In-flight meal not included,10262,1355
Jet Airways,2019-05-18,Banglore,New Delhi,15:15:00,18:10:00,0,In-flight meal not included,4544,175
Jet Airways,2019-05-24,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,6144,185
Goair,2019-03-15,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,5706,175
Jet Airways,2019-03-15,Banglore,New Delhi,05:50:00,12:20:00,1,In-flight meal not included,5853,390
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,20:50:00,2,In-flight meal not included,10118,860
Air India,2019-05-01,Kolkata,Banglore,09:25:00,05:25:00,2,No Info,14687,1200
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,1,In-flight meal not included,9254,465
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,2,In-flight meal not included,10368,1125
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,20:45:00,1,No Info,14571,400
Jet Airways,2019-06-01,Banglore,New Delhi,15:15:00,18:10:00,0,In-flight meal not included,7229,175
Indigo,2019-06-06,Delhi,Cochin,06:40:00,21:00:00,1,No Info,6093,860
Multiple Carriers,2019-03-09,Delhi,Cochin,08:00:00,21:00:00,1,No Info,16023,780
Indigo,2019-06-06,Chennai,Kolkata,14:45:00,17:05:00,0,No Info,3597,140
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1,In-flight meal not included,8824,1015
Indigo,2019-03-09,Delhi,Cochin,02:00:00,07:45:00,1,No Info,7060,345
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1,No Info,14231,1160
Jet Airways,2019-04-24,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,4544,185
Jet Airways,2019-03-09,Delhi,Cochin,15:05:00,18:50:00,1,No Info,16289,1665
Indigo,2019-03-03,Kolkata,Banglore,10:10:00,12:55:00,0,No Info,6565,165
Indigo,2019-06-21,Chennai,Kolkata,14:45:00,17:05:00,0,No Info,3597,140
Air India,2019-05-06,Delhi,Cochin,20:40:00,09:25:00,1,No Info,7480,765
Vistara,2019-05-12,Kolkata,Banglore,17:00:00,10:45:00,1,No Info,9922,1065
Jet Airways,2019-05-27,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,7229,180
Jet Airways,2019-06-15,Delhi,Cochin,20:00:00,12:35:00,2,No Info,14300,995
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,04:25:00,1,No Info,12242,1570
Multiple Carriers,2019-06-24,Delhi,Cochin,11:25:00,19:00:00,1,No Info,10678,455
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,21:00:00,1,In-flight meal not included,9450,780
Indigo,2019-04-06,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,4174,160
Jet Airways,2019-04-06,Banglore,New Delhi,07:10:00,10:10:00,0,In-flight meal not included,4544,180
Indigo,2019-05-15,Kolkata,Banglore,17:35:00,22:15:00,1,No Info,5386,280
Jet Airways,2019-05-24,Delhi,Cochin,19:10:00,19:00:00,2,No Info,15129,1430
Indigo,2019-06-15,Delhi,Cochin,14:20:00,22:30:00,1,No Info,6412,490
Jet Airways,2019-03-24,Banglore,New Delhi,02:00:00,04:45:00,0,No Info,7229,165
Vistara,2019-06-01,Banglore,New Delhi,09:45:00,12:35:00,0,No Info,4878,170
Air Asia,2019-04-06,Kolkata,Banglore,10:20:00,12:55:00,0,No Info,3807,155
Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,12:35:00,1,In-flight meal not included,12373,1145
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,1,No Info,14571,570
Jet Airways,2019-06-12,Delhi,Cochin,19:45:00,04:25:00,1,In-flight meal not included,10262,520
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,19:00:00,1,In-flight meal not included,10577,1325
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,22:55:00,1,No Info,12395,1560
Spicejet,2019-04-27,Kolkata,Banglore,06:55:00,09:30:00,0,No check-in baggage included,3841,155
Air Asia,2019-06-03,Delhi,Cochin,07:55:00,15:45:00,1,No Info,8759,470
Indigo,2019-03-21,Delhi,Cochin,04:45:00,15:30:00,1,No Info,7738,645
Indigo,2019-05-18,Delhi,Cochin,15:00:00,01:30:00,1,No Info,7503,630
Indigo,2019-06-03,Delhi,Cochin,11:25:00,01:30:00,1,No Info,5883,845
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,1,No Info,12692,800
Indigo,2019-04-15,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,4823,170
Spicejet,2019-05-27,Mumbai,Hyderabad,05:45:00,07:15:00,0,No Info,2017,90
Air India,2019-06-12,Delhi,Cochin,12:00:00,07:40:00,2,No Info,8603,1180
Jet Airways,2019-06-21,Banglore,New Delhi,11:10:00,14:05:00,0,In-flight meal not included,5769,175
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1,No Info,12681,1400
Spicejet,2019-06-24,Banglore,New Delhi,05:55:00,08:35:00,0,No Info,3625,160
Indigo,2019-05-09,Delhi,Cochin,09:15:00,01:30:00,1,No Info,8854,975
Indigo,2019-05-15,Mumbai,Hyderabad,02:35:00,04:05:00,0,No Info,2754,90
Air India,2019-06-12,Delhi,Cochin,10:00:00,19:15:00,1,No Info,8372,555
Jet Airways,2019-06-12,Delhi,Cochin,16:00:00,12:35:00,1,In-flight meal not included,10262,1235
Air India,2019-03-03,Chennai,Kolkata,11:40:00,13:55:00,0,No Info,10810,135
